Date,Time,Location,Operator,Flight,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground,Summary,Lat,Lng,Country
12/23/2003,9:13,"Helendale, California",Pavair,,"Chino,CA - Sun Valley, ID",Gates Learjet 24B,N600XJ,24B-190,2,0,2,2,0,2,0,"While en route and cruising at 24,000 ft. the crew of the cargo plane declared an emergency and tried to return to Chino Airport but the aircraft suddenly nose dived and crashed into the Mojave Desert. A loss of airplane control for undetermined reasons.",34.7438754,-117.324492, United States
12/25/2003,14:55,"Cotonou, Benin",Union des Transports Aeriens de Guinee,141,"Conakry, Guinea - Cotonou, Benin - Beirut, Lebanon",Boeing B-727-223,3X-GDO,21370/1276,161,151,10,140,132,8,0,"The B-727 was barely able to climb after taking off from Cotonou Airport. The landing gear struck a building housing electronics, crashed through the barrier fence and broke up along the shoreline adjacent to the airport. The plane was overloaded by 10 tons of cargo which was improperly distributed. The pilot was tried, convicted and sentenced to 20 years in jail by a Lebanese court.",6.3676953,2.4252507, Benin
1/3/2004,4:44,"Off Sharm el Sheikh, Egypt",Flash Air,604,"Sharm el Sheikh, Egypt - Cairo, Egypt",Boeing B-737-3Q8,SU-ZCF,26283/2383,148,135,13,148,135,13,0,"Shortly after taking off,  the aircraft crashed into the Red Sea, 7 miles south of the airport. There were mostly French tourists on board heading home from the holidays. Possibly, the pilot suffered spatial disorientation and the copilot was unwilling to challenge his more experienced superior, however, no decisive cause was ever found.",27.8669082,34.3014551, Egypt
1/13/2004,19:40,"Tashkent, Uzbekistan",Uzbekistan Airways,1154,Termez - Tashkent,Yakovlev YAK-40,UK-87985,9540844,37,32,5,37,32,5,0,"Crashed while attempting to land in heavy fog. The aircraft struck a stanchion of approach lights and flipped over, hitting the outside of a wall surrounding the landing area. Crew error.",41.3123363,69.2787079, Uzbekistan
2/6/2004,8:01,"Bitonja, Bosnia-Herzegovina",Military - Government of Macedonia,,Skopje - Mostar,Beechcraft Super King Air 200,Z3-BAB,BB-652,9,7,2,9,7,2,0,"The twin engine aircraft crashed in the southern mountains of Bosnia in poor weather conditions, minutes away from landing at Mostar. Macedonian president, Boris Trajkovski, 47, killed along with 6 aids. Pilot error. The two-man crew misinterpreted crucial flight data in stormy weather.",,,
2/10/2004,11:40,"Sharjah, United Arab Emirates",Kish Airlines,1770,Kish Island - Sharjah,Fokker F-50,EP-LCA,20273,46,40,6,43,37,6,0,"The aircraft crashed on approach, 2 miles short of the runway while attempting an emergency landing at Sharjah. The plane crashed midway between two residential compounds. The flight data recorder showed that the two engines went into reverse 10 seconds before the accident.",24.0002488,53.9994829,United Arab Emirates
3/4/2004,9:40,"Bakou, Azerbaijan 	 Bakou, Azerbaijan",Azov Avia Airlines,,Ankara - Baku - Kabul,Ilyushin II-76,UR-ZVA,63468036,7,0,7,3,0,3,0,"Shortly after taking off and climbing to about 150 feet, the aircraft pitch down and crashed into a field 4 km from the airport.",40.3754434,49.8326748, Azerbaijan
3/16/2004,4:01,"Tonopah, Nevada",Military - United States Air Force,,,Beechcraft 1900C,N27RA,UB-37,5,4,1,5,4,1,0,While on approach and during a turn the pilot suffered a sudden cardiac death. Half way through the turn the airplane began a gradual descent until it impacted the ground. The airplane broke up and burst into flames. The pilot willfully deceived flight medical examiners and suppressed medical information and ingested inappropriate medications for a deteriorating and dangerous health condition.,38.0681008,-117.2309499, United States
3/21/2004,2:20,"Pyote, Texas",Air Ambulance - Med-Trans Corp.,,"Odessa, TX - Lubbock, TX",Bell 407,N502MT,53549,5,4,1,4,3,1,0,"The helicopter impacted terrain while maneuvering in reduced visibility conditions. The pilot's inadvertent encounter with adverse weather, which resulted in the pilot failing to maintain terrain clearance. Contributing factors were the dark night conditions, the pilot's inadequate preflight preparation and planning, and the pressure to complete the mission induced by the pilot as a result of the nature of the EMS mission.",31.5346961,-103.1257989, United States
5/2/2004,16:00,"Near Milpillas, Mexico",Procuradoria General de la Republica,,Ciudad Juarez - Mexico City,Rockwell Gulfstream Jetprop 840,  XC-JEH,11678,7,5,2,7,5,2,0,"The aircraft crashed and was destroyed following a loss of control while en route at cruise altitude at 23,000 ft. after encountering unfavorable weather conditions.",16.581389,-98.460278, Mexico
5/5/2004,13:00,"Carepa, Colombia",Aerotransportes Petroleros,,Bogota - Carepa,Swearingen SA227AC Metro III,HK-4275,AC-676,7,5,2,3,1,2,0,While on approach the plane hit the ground 300 ft. short of the runway.,7.7977584,-76.7455146179126, Colombia
5/6/2004,15:00,"Jiech, Sudan",Charter - Air Cush,,Jiech - Ayod,Let 410UVP,9XR-DC,,10,8,2,6,5,1,0,"The plane crashed just seconds after taking off. It was on a mission of delivering humanitarian aid in Sudan. The cargo shifted after takeoff, causing the cg to change and the plane to stall and crash.",,,
5/11/2004,,"Dalang, Sudan",El Magal Aviation,,Khartoum - Juba - El Obeid,Antonov AN-12,ST-SIG,1400101,7,0,7,7,0,7,0,While flying in a thunderstorm the plane hit the side of a mountain. One survivor died a few hours after the accident.,,,
5/14/2004,18:30,"Near Manaus, Brazil",Rico Linhas Aereas,4815,Sao Paulo - Tefe - Manaus,Embraer 120ER Brasilia,PT-WRO,120070,33,30,3,33,30,3,0,"The plane dropped off radar at Manaus' Eduardo Gomes International Airport about 10 miles from the runway after it suspended landing procedures to allow another plane carrying sick people on the way to a hospital to land. The plane crashed in dense jungle, making it difficult for rescue crews to reach the wreckage.",-3.1316333,-59.9825041, Brazil
5/18/2004,10:50,"Urumqi, China",AZAL Cargo Company,,Taiyuan - Urumqi - Baku,Ilyushin II-76TD,4K-AZ27,53460827,7,0,7,7,0,7,0,"About two minutes after takeoff and  while climbing, the aircraft stalled and crashed in a field 10 km from the  airport.",43.419754,87.319461, China
5/18/2004,10:40,"Bozoy, Kazakhstan",Aray-Avia,,Kyzyl-Orda - Bozoy - Vozrozhdenya Island,PZL-Mielec AN-2R,UN-70276,1G139-35,12,10,2,1,1,0,0,Crashed and stalled near the end of the runway while attempting to take off. The aircraft was overloaded.,,,
5/23/2004,7:30,"Mwingi, Kenya",Blue Bird Aviation,,Nairobi - Mogadiscio,Let 410UVP,5Y-VVD,872009,2,0,2,2,0,2,0,While en route the cargo plane collided with another Let 410 of the same operator. The first aircraft crashed killing both pilots while the second  made a safe landing.,-0.9333,38.0666, Kenya
5/25/2004,13:56,"Near Lukla, Nepal",Yeti Airlines,117,Katmandou - Lukla,de Havilland DHC-6 Twin Otter 300,9N-AFD,651,3,0,3,3,0,3,0,"While on approach to Lukla, the cargo plane crashed into Lamjura Hill in heavy cloud cover. Hazardous behavior and attitudes of the captain such as over-confidence, being care-free, and non-compliance of the regulations caused the accident.",27.688947,86.7307482, Nepal
6/8/2004,9:38,"Off Libreville, Gabon",Gabon Express,221,Libreville - Franceville,BAe HS-748-232 Srs 2A,TR-LFW,1611/82,30,26,4,19,18,1,0,The aircraft nosedived into the sea about 100 meters off a beach shortly after taking off from Leon Mba international airport. Engine failure forced the plane back towards the airport.,0.390002,9.454001, Gabon
6/28/2004,9:17,"Near Yengema, Sierra Leone",United Nations -  UTair Charter,,Freetown - Kailahun,Mi-8MTV-1,RA-27113,,24,21,3,24,21,3,0,The helicopter crashed into a slope of a mountain in a forested area. The helicopter took off from the Sierra Leone capital but never arrived at its destination in the western city of Kailahun.,8.7145921,-11.1701405, Sierra Leone
7/12/2004,7:15,"Off Beef Island, British Virgin Islands",Dodita Air Cargo,,San Juan - Saint Martten,Convair CV-440,N4826C,391,2,0,2,1,0,1,0,"While en route the cargo plane experienced a fire in the right engine which led to a ditching of the plane. The plane sank in 1,000 ft. of water the copilot was rescued but the captain was never found.",,,
7/22/2004,8:30,"Off  MacaÃ© , Rio de Janeiro , Brazil",BHS - Brazilian Helicopter Service  Air Taxi,,"Campos, Brazil  -  Off-shore oil rig",Sikorsky S 76,PP-MYM,,11,9,2,6,6,0,0,"During the approach to P-31 oil rig, at an altitude of 500 ft, an alarm sounded for the left turbine after which there was a loud noise. Then the main rotor and right turbine lost rotation and the helicopter crashed in the sea.",,,
7/29/2004,10:30,"Ononge, Papua New Guinea",Airlines of PNG,,Port Moresby - Ononge,de Havilland DHC-6 Twin Otter 300,P2-MBA,353,3,0,3,2,0,2,0,The cargo plane diverted to Yongai airport because of bad weather but collided with trees and crashed.The loadmaster was rescued a day later.,,,
8/13/2004,0:50,"Cincinnati, Ohio",Air Taroma,185,Memphis - Cincinnati,Convair CV-580,N586P,68,2,0,2,1,0,1,0,"While on approach at night,, the crew reported engine trouble. Shortly after the aircraft crashed on a golf course short of Runway 36R. Fuel starvation resulting from the captain's decision not to follow approved fuel crossfeed procedures. Contributing to the accident were the captain's inadequate preflight planning, his subsequent distraction during the flight, and contributing to the accident was the flightcrew's failure to monitor the fuel gauges and to recognize that the airplane's changing handling characteristics were caused by a fuel imbalance.",39.1014537,-84.5124602, United States of America
8/21/2004,16:28,"Near Maracay, Venezuela",Military - Venezuelan Air Force,,La Orchila Air Base - Maracay,Shorts 360,FAV-1652,SH3123,25,22,3,25,22,3,0,"Air traffic controllers lost contact with the plane as it was returning from the Caribbean island of La Orchila and descending through 9,500 ft. The plane crashed in a mountainous region of northeastern Venezuela in thunderstorms. The plane was carrying a mixture of military and civilian passengers.",10.2513662,-67.6017245, Venezuela
8/24/2004,22:59,"Near Rostov-on-Don, Russia",Sibir Airlines,1047,Moscow - Sochi,Tupolev 154B-2,RA-85556,82A-556,46,38,8,46,38,8,0,The plane crashed 19 minutes after taking off from Moscow. It crashed almost simultaneously with a Volga-Avia Express Tupolov134 which crashed at 22:56. Detonation of an exposive device aboard.,47.2213858,39.7114196, Russia
8/24/2004,22:56,"Near Toula, Russia",Volga-Avia Express,1303,Moscow - Volograd,Tupolev 134A-3,RA-65080,60065,41,34,7,41,34,7,0,The plane crashed 26 minutes after taking off from Moscow. Witnesses stated they saw the plane explode in midair before crashing. It crashed almost simultaneously with a Sibir Tupolov154 which crashed at 22:59. Detonation of an exposive device aboard.,54.1930321,37.61754, Russia
8/27/2004,16:30,"Near Mc Grath, Alaska",Mavrik Aire Transport,,Kenai - McGrath - Kotzebue,de Havilland DHC-3 Otter,N197TT,197,3,2,1,1,1,0,0,"Thirty minutes after departure from McGrath, the pilot encountered low visibility due to smoke and fog. After deciding to fly at a lower altitude, the aircraft struck trees and crashed into a forest. Rescue teams found the bodies and the survivors 2 days later. The pilot's inadequate in-flight planning/decision making, his continued VFR flight into instrument meteorological conditions, and his failure to maintain obstacle clearance. Factors contributing to the accident were low ceilings due to smoke, rain, and mist.",,,
9/9/2004,6:50,"Villahermosa, Mexico",Jett Paqueteria SA,,Mexico City - Villahermosa,Rockwell CT-39A Sabreliner,XA-TFD,265-10,2,0,2,2,0,2,0,On final approach the cargo flight crashed in a wooded area 3 km from the runway and was destroyed.,20.738333,-98.0725, Mexico
9/11/2004,11:10,"Off Mount Athos, Greece",Military - Greek Army,,Athens - Mount Athos,CH-47D Chinook,,,17,13,4,17,13,4,0,"The helicopter crashed into the Aegean Sea, 5.5 nautical miles off Halkidiki peninsula.  Patriarch Petros VII of Alexandria , Egypt, spiritual leader of orthodox Christians throughout Africa, killed along with other clergy.",,,
9/29/2004,18:59,"Tortuguero lagoon, Puerto Rico",Air Flamence,,Mayaguez - San Juan,Pilatus-Britten Norman BN-2A-27 Islander,N902GD,905,1,0,1,1,0,1,0,"The cargo plane hit a heavy rain shower before losing control and crashing into Toruuguero lagoon. The pilot's improper inflight planning which resulted in an inflight encounter with weather (low ceilings and thunderstorms), his loss of aircraft control, and an inflight collision with the ocean during uncontrolled descent.",18.4603344,-66.4254747, United States
10/5/2004,12:37,"Kaduqli, Sudan",Sarit Airlines,,El Obeid - Juba,Antonov AN-12,ST-SAF,347606,4,0,4,4,0,4,0,The cargo plane reported an engine failure and tried to divert to the nearest airport but crashed and burned in a wooded area about 50 km from Kaduqli.,11.0085934,29.7155751, Sudan
10/14/2004,3:56,"Halifax, Nova Scotia, Canada",MK Airlines,1602,"Windsor Locks - Halifax - Zaragoza, Spain",Boeing 747-244B-SF,9G-MKJ,22170,7,0,7,7,0,7,0,"The cargo plane did not gain altitude and ran off the end of the runway and crashed into a forest. The aircraft's lower aft fuselage struck a berm supporting a localizer antenna, resulting in the tail separating from the aircraft, rendering the aircraft uncontrollable. The incorrect V speeds and thrust setting were too low to enable the aircraft to take off safely for the actual weight of the aircraft. The pilots of MKA1602 did not carry out the gross error check in accordance with the company's standard operating procedures (SOPs), and the incorrect take-off performance data were not detected. Crew fatigue.",44.648618,-63.5859487, Canada
10/14/2004,22:15,"Jefferson City, Missouri",Pinnacle Airlines/Northwest Airlink,3701,Little Rock - Minneapolis,Canadair CRJ200LR RegionalJet,N8396A,10161,2,0,2,2,0,2,0,"On a night repositioning flight, while en route, the stick shaker activated several times before the plane entered a aerodynamic stall. Almost simultaneously both engines stopped. The crew declared an emergency but the plane did not make the airport, crashed and broke up. PC:  The pilots' unprofessional behavior, deviation from standard operating procedures, and poor airmanship, which resulted in an in-flight emergency from which they were unable to recover, in part because of the pilots' inadequate training The pilots' failure to prepare for an emergency landing in a timely manner, including communicating with air traffic controllers immediately after the emergency about the loss of both engines and the availability of landing sites and the pilots' failure to achieve and maintain the target airspeed in the double engine failure checklist, which caused the engine cores to stop rotating and resulted in the core lock engine condition. Contributing to this accident was the engine core lock condition, which prevented at least one engine from being restarted, and the airplane flight manuals that did not communicate to pilots the importance of maintaining a minimum airspeed to keep the engine cores rotating.",38.577359,-92.1724265, United States
10/15/2004,7:46,"Near Medellin, Colombia",Aerovanguardia,,Villavicencio - Medellin,Douglas DC-3C,HK-1503,34331,3,0,3,3,0,3,0,"During descent in poor weather, the cargo plane struck a mountain near the airport.",6.2443382,-75.573553, Colombia
10/16/2004,15:00,"Coron Island, Philippines",Pacific Air,,Coron Island - Manila,Pilatus Britten-Norman BN-2A-21 Islander,RP-C1325,593,2,0,2,2,0,2,0,"A few minutes after takeoff, the cargo plane struck the side Tagbao mountain a few  kilometers from the airport.",11.8973908,120.238494672717, Philippines
10/19/2004,7:45,"Near Kirksville, Missouri",Corporate Airlines (American Connection),5966,"St. Louis, MO - Kirkville, MO",Bae Jetstream 3201,N875JX,875,15,13,2,13,11,2,0,"The turboprop crashed 4 miles south of Kirksville while on approach to Kirksville Municipal Airport. The plane clipped tree tops before crashing on its belly into a wooded area. Data show the plane descending then climbing slightly in the last four seconds before impact. The plane lacked a modern terrain warning system which would have been required equipment the next year. The pilots' failure to follow established procedures and properly conduct a nonprecision instrument approach at night in instrument meteorological conditions, including their descent below the minimum descent altitude before required visual cues were available (which continued unmoderated until the airplane struck the trees) and their failure to adhere to the established division of duties between the flying and nonflying pilots. Contributing to the accident were the pilots' failure to make standard callouts and the current Federal Aviation Regulations that allow pilots to descend below the MDA into a region in which safe obstacle clearance is not assured based upon seeing the airport approach lights. The pilots' failure to establish and maintain a professional demeanor during the flight and their fatigue likely contributed to their degraded performance.",40.1948848,-92.5833939, United States
10/24/2004,0:30,"San Diego, California",Med Flight Air Ambulance - Private,,"San Diego, CA - Albuquerque, NM",Learjet 35A,N30DK,35A-345,5,4,1,5,4,1,0,"Two minutes after taking off, the air ambulance crashed into Otay peak,  in an isolated area of mountains, 8 miles east of Brown Field Municipal Airport. Dark night visual conditions prevailed. The controller's Minimum Safe Altitude Warning System issued and alert during the last two radar returns. The air traffic controller failed to alert the crew to altitude warnings as the plane was on track to fly into a mountain. The controller identified the airplane on the radar screen and instructed crew members to expect clearance above 5,000 feet, but then issued a heading that resulted in a flight track directly into the mountains. The mountain is at 3,556 feet altitude. Also, the flight crew did not follow the recommended departure procedures for taking off at night and in mountainous terrain. Failure of the flightcrew to maintain terrain clearance during a VFR departure, which resulted in controlled flight into terrain, and the air traffic controller's issuance of a clearance that transferred the responsibility for terrain clearance from the fllightcrew to the controller. The controller's failure to provide terrain clearance instructions to the flightcrew, and failure to advise the flightcrew of minimum safe altitude warning alerts. Contributing to the accident was the pilots' fatigue which likely contributed to their degraded decision making.",32.7174209,-117.1627714, United States of America
10/24/2004,16:30,"Martinsville, Virginia",Private - Hendrick Motorsports Inc.,,"Concord, NC - Martinsville, VA",Beech 200 Super King Air,N501RH,BB-805,10,8,2,10,8,2,0,"The plane struck a steep incline in the Bull Mountain area seven miles from the Blue Ridge Regional Airport in heavy fog. Wreckage was confined to an area of approximately 200 ft. long. Killed in the crash were members of the Hendrick Motorsports racing team including the son, brother and two nieces of owner Rick Hendrick. Failure of the crew to properly execute the published instrument approach procedure. A contributing cause was the crew's failure to use all navigational aids to confirm and monitor their position during the approach.",36.6915262,-79.8725386, United States
11/18/2004,13:02,"Caracas, Venezuela",Venezolana,213,El Vigia - Caracas,BAe 3101 Jetstream 31,YV-1083C,762,21,19,2,3,3,0,0,"The aircraft was arriving on runway 09 at Simon Bolivar Airport when it departed the right side of the runway and cashed into the airport fire house. Weather at the time of the accident was poor, with low ceiling and torrential rain.",10.506098,-66.9146017, Venezuela
11/21/2004,8:20,"Baotou, Inner Mongolia, China",China Eastern Airlines,,Baotou - Shanghai,Bombardier CRJ200,B-3072,7697,53,47,6,53,47,6,0,"The aircraft crashed into a frozen lake in Nanhai Park, 10 seconds after taking off. Ice pollution of the wings of the aircraft led to the accident. Failure to deice the plane.",40.6549157,109.8344586, China
11/22/2004,6:15,"Houston, Texas",Business Jet Services,,Dallas - Houston,Grumman Gulfstream G3,N85VT,449,3,0,3,3,0,3,0,"While on final approach, the aircraft struck a light pole located 1.5 mile short of Runway 04 in thick fog and crashed in a nearby field. The flight crew's failure to adequately monitor and cross check the flight instruments during the approach. Contributing to the accident was the flight crew's failure to select the instrument landing system frequency in a timely manner and to adhere to approved company approach procedures, including the stabilized approach criteria.",29.7589382,-95.3676974, United States of America
11/27/2004,8:20,"Near Bagram, Afghanstan",Presidental Airways Inc. - Air Taxi,,"Bagram - Farah, Afghanstan",CASA 212-CC,N960BW,231,6,3,3,6,3,3,0,"Crashed into a mountain 80 miles west of Bagram while en route. The wreckage site was located a the 14,000 ft. level of a 16,739 ft. mountain. The crew deliberately avoided the standard route and took a joy ride in another direction, eventually becoming trapped in a canyon and slamming into a mountainside.",34.9333734,69.2341077, Afghanistan
11/28/2004,9:55,"Montrose, Colorado",Glow Air/Air Castle - Charter,73,"Montrose, CO - South Bend, IN",Canadair CL-601-2A12 Challenger,N873G,3009,6,3,3,3,1,2,0,"While attempting to take off from R31, the aircraft skidded sideways off the runway and went through a perimeter fence, ripping the cockpit from the fuselage and bursting into flames. There was light snow falling with fog and reduced visibility at the time of the accident.  Also, the pilot chose to take off from a 7,500 ft. runway rather than wait for the 10,000 ft. runway to be plowed. The youngest son of NBC sports chairman Dick Ebersol and actress Susan Saint James killed. St. James had just exited the accident vehicle before it took off. The flightcrew's failure to ensure that the airplane's wings were free of ice or snow contamination that accumulated while the airplane was on the ground, which resulted in an attempted takeoff with upper wing contamination that induced the a subsequent stall and collision with the ground. A factor contributing to the accident was the pilots' lack of experience flying during winter weather conditions.",38.4375391,-108.2403855, United States
11/30/2004,18:14,"Solo, Indonesia",Lion Air,583,"Jakarta, Indonesia - Solo, Indonesia",McDonnell-Douglas MD-82,PK-LMN,49189/1173,163,156,7,25,23,2,0,"While attempting to land, the plane overran the runway and crashed through the airport barrier fence, into a rice field, broke in two and  came to rest at a cemetery, 300 meters beyond the runway. Bad weather and a malfunctioning spoiler may have caused the crash.",-7.5692462,110.828448, Indonesia
12/10/2004,,"El Junquito, Venezuela",Guardia Nacional de Venezuela,,Puerto Ayacucho - La Carlota,PZL-Mielec M28,GN-97121,AJE001-15,16,13,3,16,13,3,0,Crashed while en route in mountainous terrain.,10.4614338,-67.0806217, Venezuela
12/11/2004,,"Near Jeddah, Saudi Arabia",Airline Transport,,Baku - Kabul,Ilyushin II-76TD,ER-IBW,33448390,7,0,7,1,0,1,0,A forward emergency exit opened in flight causing one of the crew members to be sucked out. An emergency landing was made in Jeddah.,21.5822247,39.1640396, Saudi Arabia
12/11/2004,5:30,"Uberaba, Brazil",NHR TÃ¡xi-AÃ©reo,,Sao Paulo - Uberaba,Embraer EMB-110 Bandeirante,PT-WAK,110071,2,0,2,2,0,2,1,"The crew was performing a mail flight under Total Linhas AÃ©reas from Sao Paulo-Guarulhos airport to Uberaba. While on final approach at night, the cargo plane crashed into houses located short of runway and burned.",-19.750833,-47.936666, Brazil
1/13/2005,16:10,"Tura,Siberia, Russia",Tura Air Enterprise,,Vanavara - Tura,Antonov AN-2,RA-62597,1G177-44,9,7,2,9,7,2,0,The aircraft disappeared from radar as it was attempting to land. It crashed into a hill 6 miles from its destination. Poor weather conditions existed at the time of the accident. Crew error. Ground proximity warning disabled. Artificial horizon not working.,51.3857258,113.7957901, Russia
1/13/2005,,"Manguipayan, Colombia",Military - Colombian government,,,Black Hawk helicopter,,,20,18,2,20,18,2,0,The helicopter was on a counter-narcotics mission when it crashed in heavy fog.,,,
1/13/2005,22:18,"Keene, New Hampshire",AirNow,,"Bangor, ME - Concord, NH",Embraer EMB-110 Bandeirante,N49BA,110301,1,0,1,1,0,1,0,"The cargo plane diverted to Keene due to poor weather. During the final approach at night, the plane hit the ground short of Runway 02 and was destroyed.",42.933597,-72.2784264, United States
1/26/2005,1:20,"Rutbah, Iraq",Military - U.S. Marines,,Ferrying troops,CH53E Sea Stallion,164536,,31,29,2,31,29,2,0,The helicopter crashed in rain and a sandstorm.,33.037183,40.285862, Iraq
1/27/2005,8:10,"Lasi, Hungary",Farnair Hungary,,Bucharest -Lasi,Let 410UVP-E4,HA-LAR,871923,2,0,2,2,0,2,0,The cargo plane was attempting to land in a snowstorm when it turned left and descended until it crashed a mile from the airport.,,,
1/30/2005,16:30,"Near Al Taji, Iraq",Military - Royal Air Force,,Bagdad - Balad,Lockheed Hercules C.1,XV179,4195,10,8,2,10,8,2,0,"The plane was flying at a low level when it was hit by enemy fire. The right wing separated from the fuselage and the plane lost control, crashed and was destroyed.",33.5298923,44.2774643, Iraq
2/3/2005,17:00,"Near Kabul, Afghanistan",Kam Air,904,Herat - Kabul,Boeing B-737-200,EX-037,22075/630,104,96,8,104,96,8,0,"Unable to land at Kabul because of a blizzard, the crew tried to reach Peshawar, Pakistan but crashed into 11,000 ft. Chaperi Mountain near Kabul.",34.5260131,69.1776476, Afghanistan
2/3/2005,8:07,"Near Khartoum, Sudan",Air West,,Sharjah - Khartoum - Nyala,Ilyushin 76TD,ST-EWB,23438122,7,0,7,7,0,7,0,"After developing fuel system problems the cargo flight carrying humanitarian goods, was advised to land at Aad Babaker. The plane did not make it and crashed 15 km east of Khartoum.",15.593325,32.53565, Sudan
2/16/2005,9:13,"Near Pueblo, Colorado",Circuit City Stores - Charter,,"Richmond, VA - Saint Louis, MO  - Pueblo,CO - Irvine, CA",Cessna 560 Citation V,N500AT,560-0146,8,6,2,8,6,2,0,"While on approach the business flight descended through IMC until the left wing contacted the ground. The plane crashed into a field and burned. The plane crashed because the pilots failed to notice the airplane had slowed to an unsafe speed and allowed the plane to stall. In addition, there was a thin layer of ice on the aircraft's wings. The flight crew's failure to effectively monitor and maintain airspeed and comply with procedures for deice boot activation on the approach, which caused an aerodynamic stall from which they did not recover. Contributing to the accident was the FAA's failure to establish adequate certification requirements for flight into icing conditions, which led to the inadequate stall warning margin provided by the airplane's stall warning system.",20.0338271,-97.3491025, Mexico
2/22/2005,13:22,"Bimin, Papua, New Guinea",Missionary Aviation Fellowship,,Tabubil - Bimin,de Havilland DHC-6 Twin Otter 300,P2-MFQ,174,13,10,3,2,0,2,0,While on approach to Runway 29 the aircraft crashed on a mountain.,,,
2/22/2005,7:15,"Off Sarmi, Indonesia 	 Sarmi, Indonesia",Indonesian National Police,,Jayapura - Sarmi,CASA 212 Aviocar,P-2032 P-2032,,18,14,4,15,11,4,0,"On final approach, the aircraft crashed into the sea 100 meters off shore, 400 meters short of runway.",,,
3/8/2005,9:23,"Chrallave, Venezuela",Air Global,,Maturin - Charallave,Cessna 500 Citation I,YV-21CP,500-0115,2,0,2,2,0,2,0,The cargo plane crashed into a wooded area short of the runway and was destroyed.,,,
3/15/2005,0:15,"Off Campbeltown, United Kingdom",Loganair,,Glasgow - Campbeltown,Pilatus-Britten Norman BN-2B-26 Islander,G-BOMG,2205,2,1,1,2,1,1,0,"While on final approach, the air ambulance crashed into the sea at night and in poor visibility.",55.4241858,-5.6051005, United Kingdom
3/16/2005,13:57,"Varandey, Russia",Regional Airlines,,Ufa - Usinsk - Perm - Varandey - Naryan Mar,Antonov 24,RA-46489,27308107,52,45,7,28,26,2,0,"The  Russian turboprop carrying oil workers, crashed into the ground and caught fire while on final approach to Varandey in heavy fog.  The planeâ€™s crew tried to make an emergency landing five kilometers away from the airport. The moment the plane touched the ground, the plane fell to one side broke up and caught fire.  Pilot error.  Lack of coordination among the crew and the blinding whiteness of the snow that disoriented the pilots, apparently causing them to perform a wrong maneuver.",68.8489378,58.2025419175187, Russia
3/23/2005,23:07,"Off Mwanza, Tanzania",Air Transport,,Mwanza - Khartoum - Zagreb,Ilyushin IL-76TD,ER-IBR,43454623,8,0,8,8,0,8,0,"The cargo plane, after takeoff and climbing lost altitude and crashed into Lake Victoria.",-2.5196915,32.9014417, Tanzania
3/26/2005,10:15,"El Embrujo, Providencia Island, Colombia",West Caribbean Airways,,Old Providence - San Andres,Let-410UVP-E,HK-4146,902426,14,12,2,8,6,2,0,The small airliner crashed while taking off from the Colombian Caribbean Island of Old Providence. The aircraft climbed to a height of about 100 feet and then lost control and crashed into a hill.,13.35480065,-81.3574069173164, Colombia
3/31/2005,20:00,"Near Rovie, Albania",Military - U.S. Air Force,,Training,Lockheed Hercules MC-130H,87-0127,5118,9,0,9,9,0,9,0,While on a training mission the aircraft crashed into a mountainous area and was destroyed.,,,
4/12/2005,12:10,"Enarotali, Indonesia",GT Air,,Timika - Enarotali,de Havilland Canada DHC-6 Twin Otter 100,PK-LTZ,23,18,15,3,18,15,3,0,The plane crashed while en route on a one hour flight. The wreckage was found 5 days later.,-3.9284498,136.3766675, Indonesia
4/20/2005,22:15,"Tehran, Iran",Saha Airline Services,,Krish - Teran,Boeing B-707-3J9C,EP-SHE,21127/915,169,157,12,3,3,0,0,Soon after experiencing a hard landing an engine began burning while the aircraft was taxiing. The plane then skidded of the runway and fell into the Kan River. One of the passenger's infant fell into the river and drowned while exiting the aircraft.,35.7006177,51.4013785, Iran
4/21/2005,,"Near Baghdad, Iraq",Military - Bulgarian,,,Mil Mi-8,,,11,NULL,NULL,11,NULL,NULL,0,Shot down.,33.3024309,44.3787992, Iraq
4/28/2005,11:28,"Pisco, Peru",Military - Fuerza Del Peru,,Training,Let 410UVP,EP-830,790304,13,11,2,13,11,2,0,"While taking off on a training flight, the twin engine aircraft stalled and crashed near a petroleum facility near the airport.",-9.009614,-77.6325204, Peru
5/2/2005,22:14,"Near Stratford, New Zealand",Airwork NZ,23,Auckland - Blenheim,Swearingen SA.227AC Metro III,ZK-POA,AC-551B,2,0,2,2,0,2,0,"The plane entered a spiral descent and broke up. It found the captain noticed a fuel imbalance and opened the crossfeed. This resulted in the plane being flown at a large sideslip angle while still under autopilot control, by means of the rudder trim mechanism. Forty-seven seconds after the cross flow was opened, there was a  ""bank angle"" warning, followed by a warning chime that was presumably a warning they were straying from their correct altitude. The autopilot disengaging, probably due to a servo reaching its torque limit. This meant that there was no compensation applied for the rudder trim input, and the plane entered a roll and steep descent, disintegrating around FL 199. The investigation found poor visibility at night in low cloud was a factor in preventing the pilots realizing sooner.",-39.16221915,174.612884295034, New Zealand
